Event Name,Venue Name,Event Date,Section,Row,Notes,Stock Type,Quantity,Price
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",232,1,XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.,Electronic Transfer,2,216.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",158,9,Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.,Electronic Transfer,2,216.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",160,11,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,4,217.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A7,17,Seats 27 - 28. Seats 27-28. ,FedEx Delivery,2,219.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A6,20,Seats 21 - 22. ,FedEx Delivery,2,228.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A7,24,Seats 13 - 16. Ready to ship by 7/4/2021.,FedEx Delivery,4,228.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A1,16,Seats 16 - 17. Seats 16-17. ,FedEx Delivery,2,230.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",132,26,Seats 1 - 4. Ready to ship by 6/6/2021.,FedEx Delivery,4,243.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",167,25,Seats 21 - 24. Ready to ship by 6/6/2021.,FedEx Delivery,4,243.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",B2,3,Seats 19 - 20. Seats 19-20. ,FedEx Delivery,2,247.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A1,23,Seats 8 - 11. Ready to ship by 6/6/2021.,FedEx Delivery,4,248.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",134,28,Seats 7 - 8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.,Electronic Transfer,2,248.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A7,13,Seats 9 - 10. Seats 9-10. ,FedEx Delivery,2,251.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",132,11,Seats 5 - 8. ,FedEx Delivery,4,252.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",B6,4,Seats 19 - 22. Seats 19-22. ,FedEx Delivery,4,258.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,14,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,FedEx Delivery,2,263.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",135,4,Seats 3 - 6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.,Electronic Transfer,4,263.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",134,16,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,E-Tickets,6,264.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A1,12,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,FedEx Delivery,2,265.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",132,4,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,Electronic Transfer,4,266.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A1,20,Seats 13 - 14. ,FedEx Delivery,2,275.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A1,20,Seats 15 - 16. ,FedEx Delivery,2,275.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,24,,FedEx Delivery,4,279.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",167,10,Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 7/4/2021,Electronic Transfer,2,281.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,17,Ready to ship by 6/29/2021.,FedEx Delivery,1,282.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",167,4,Seats 9 - 10. Ready to ship by 6/6/2021.,FedEx Delivery,2,282.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",167,9,Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 7/4/2021,Electronic Transfer,3,282.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",132,7,XFER,Electronic Transfer,4,286.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",132,10,XFER,Electronic Transfer,4,286.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A6,10,Ready to ship by 7/2/2021.,FedEx Delivery,2,292.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A6,10,Ready to ship by 7/2/2021.,FedEx Delivery,4,293.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A6,14,Ready to ship by 7/1/2021.,FedEx Delivery,4,293.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,24,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,FedEx Delivery,8,293.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,19,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,FedEx Delivery,6,294.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A6,9,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,FedEx Delivery,8,299.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,16,Seats 5 - 12. ,FedEx Delivery,8,306.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A2,13,Elite Seller - Has established a reputation for speedy confirmation and on-time delivery of orders!,FedEx Delivery,4,316.00
"The Stadium Tour: Motley Crue, Def Leppard, Poison & Joan Jett and The Blackhearts",Busch Stadium,"Tue, Jul 06 2021 4:30 PM",A6,14,Seats 17 - 18. ,FedEx Delivery,2,329.00
